ticker,return,volatility,draw_down,max_draw_down,sharpe
VFC,0.628081547834,0.116985772014,-0.00398406374503,-0.275258148301,0.426779377332
DIS,-0.00918362155969,0.123699282414,-0.152637011102,-0.250677731141,-0.0074520325152
WHR,-0.26946795048,0.106184058659,-0.353052226647,-0.407738792019,-0.290987614761
YUM,0.952259157004,0.140085884383,-0.0178140096618,-0.275323120009,0.493687078782
LNT,0.960293561892,0.108537714473,0.0,-0.253334238108,0.641229721467
AEE,0.177613226035,0.0791882663524,0.0,-0.208270028365,0.208069980531
AEP,0.197741904466,0.106325030009,-0.00823487289658,-0.302560258632,0.171175411685
CNP,0.190427038441,0.11723398832,-0.126919158193,-0.286542348972,0.149930306214
CMS,0.612257768,0.10880973815,-0.0746113989637,-0.241574326519,0.449432018293
ED,0.144484343823,0.0887954743229,-0.0803654477275,-0.20832600165,0.152951747402
D,0.485333534776,0.110926112297,-0.0299655971235,-0.231918751055,0.363670497158
DTE,0.402718939736,0.0959437368051,-0.00822063113234,-0.274438890628,0.358609941671
DUK,0.472554108332,0.113496288998,-0.064888185767,-0.310997179738,0.347521026795
EIX,1.32791573395,0.1268074448,-0.00928627317902,-0.18386670976,0.695015807856
ETR,0.905659736097,0.113884286657,0.0,-0.264952627401,0.584626405158
EXC,1.5840898516,0.129466507545,-0.00864389749867,-0.187512079627,0.76891089842
NEE,0.399853303324,0.115128034926,-0.0805123513266,-0.283656666658,0.297016686078
NI,0.234497778881,0.092783615704,-0.00314795383,-0.236731943094,0.229364677476
PCG,0.566558286406,0.111385001402,-0.0370778267254,-0.26690272934,0.412012816021
PNW,0.447051923901,0.0908456018161,0.0,-0.155920133955,0.414205477762
PPL,1.49481497241,0.124621492031,-0.0234308169022,-0.156666895097,0.767850367482
PEG,0.615373736831,0.136137239317,-0.0463240827523,-0.25337718253,0.360702494601
SCG,0.289711536717,0.102419938534,-0.00824844623198,-0.158435720731,0.251492334127
SRE,0.612418842119,0.122450966293,-0.0829461702263,-0.269766169962,0.399450132619
SO,0.405376911206,0.0939356698755,-0.00104384133607,-0.162167224002,0.36835995663
WEC,0.382342016921,0.0985565048767,-0.08880571623,-0.190832020851,0.333761972748
XEL,0.41372469311,0.0955071357258,-0.00190597204574,-0.240892583964,0.368713808726
AIG,0.42458316983,0.0908618689449,-0.0672238226545,-0.190064004929,0.396281429342
AON,0.149684048455,0.113408139845,-0.139488708376,-0.283372227237,0.123807674708
AJG,-0.0273845120484,0.0942008640015,-0.164281465595,-0.212000096619,-0.0294231614963
BAC,0.107306949294,0.0843626383403,-0.10443928587,-0.175984419244,0.121393769861
BBT,-0.0925533977288,0.0747271179225,-0.0925533977288,-0.277097012918,-0.129286400009
BLK,1.25377294428,0.139817812424,-0.0361153930852,-0.323763218736,0.605203605177
CB,0.279315781794,0.102580013711,-0.109228707606,-0.135349614361,0.243013534738
CINF,0.0192302891023,0.0853974933962,-0.0440662980545,-0.197087508233,0.0223171019372
CME,0.0,0.0,0.0,0.0,0
CMA,0.028951994472,0.096233873983,-0.0257614368148,-0.235902123372,0.0296882223066
GS,1.06628939066,0.11821585985,-0.0194158195034,-0.174838218154,0.636485857035
HIG,0.161507390151,0.10515936613,-0.0708605061284,-0.166915829528,0.143386436141
HBAN,-0.109022726007,0.086209869975,-0.121971762807,-0.2888102829,-0.133078741849
IVZ,0.0,0.0,0.0,0.0,0
JPM,0.199492880795,0.083188484487,-0.167509853319,-0.247061922672,0.220570479898
KEY,0.347372534448,0.089706745667,-0.0409567064442,-0.136915604129,0.33723547796
LNC,0.435576809885,0.0975819059997,-0.080407554455,-0.187043948806,0.377152766247
MTB,0.173433321254,0.0854965791522,-0.0552263834545,-0.157078622054,0.188492598825
MMC,-0.361219505024,0.116906862238,-0.403361246493,-0.41934562748,-0.374766298953
MET,0.470679586737,0.115511267243,-0.0150032615786,-0.196303607173,0.340313172048
PNC,0.0498038063795,0.0945474643818,-0.0739900150195,-0.274337519237,0.0515107130164
RF,2.20485793058,0.354140942182,-0.0517649940153,-0.107130835402,0.348640466445
STT,0.128496285784,0.1021712931,-0.177479728451,-0.218277899582,0.118987167763
STI,0.223520963595,0.0882062863683,-0.0468319559229,-0.126894751023,0.230934776986
TRV,0.108748470845,0.104636064538,-0.0762155059133,-0.222856664766,0.0991291585289
TMK,0.406771185115,0.0834315075655,-0.00613026819926,-0.140223783164,0.415966297548
UNM,0.150296927724,0.113105748323,-0.0983710115112,-0.171668862463,0.12461630565
WFC,0.223544996821,0.0805225987558,-0.0349781437106,-0.126832860064,0.252996088632
XL,-0.247730088158,0.0841141417354,-0.287778658464,-0.320271464333,-0.333518320415
ZION,0.233350070155,0.0918507803847,-0.000107241883007,-0.157671905606,0.230660360559
APD,0.276444216104,0.129926556129,-0.0516042864884,-0.231368885399,0.190093044337
AVY,0.00193547134603,0.0775677975691,-0.0907492142477,-0.141926995107,0.0024920320898
BLL,0.614666641949,0.117823489417,-0.0220390611002,-0.166630056836,0.416378169473
DOW,0.0577943442217,0.107683393397,-0.060827162492,-0.326773963813,0.0523028464912
DD,-0.0553561494545,0.0931580526771,-0.163735657438,-0.203294614586,-0.0609317345053
EMN,0.686538690593,0.115346287888,-0.0109826589595,-0.253755266021,0.464998819878
ECL,0.464051094618,0.119424206154,-0.0184165185598,-0.230642200213,0.325234012509
FMC,1.79694138932,0.141433283842,-0.0399536768964,-0.174967285597,0.765608340635
IP,-0.207599251045,0.100689258278,-0.214707057838,-0.232772324733,-0.228336979293
IFF,0.500676944154,0.11882649938,-0.0218597116434,-0.263770851924,0.348489851536
MON,1.90181463577,0.120539492662,-0.0302430751837,-0.128402869698,0.932208585729
PPG,0.118780312441,0.110949703594,-0.0958951507683,-0.237309801384,0.101691073699
PX,1.14641996454,0.142559308302,-0.0586496577473,-0.182997275204,0.556539155973
SHW,0.54870775399,0.131083511188,-0.0243739565943,-0.22378666965,0.340962823157
VMC,1.14625336955,0.119631393299,-0.0390587093644,-0.160443330255,0.663132482721
CPB,0.31360002706,0.111207100648,-0.00398362028925,-0.246131509154,0.248557574101
CLX,0.305230030126,0.104589365678,-0.0055666889334,-0.243708908148,0.258008563429
CL,-0.0387126813295,0.111929639874,-0.356912794566,-0.382364215866,-0.035190297173
CAG,-0.122007011058,0.0805844276747,-0.213194296034,-0.37784961377,-0.160356613749
GIS,-0.0412267902462,0.101825178857,-0.182275681197,-0.216409057844,-0.0412427030195
K,0.35842167822,0.10178327259,-0.0291949277499,-0.221308127253,0.305489474754
KMB,0.384066804518,0.0912370748384,-0.0111420612813,-0.183299713359,0.361948987611
MKC,0.521416953628,0.103279589913,0.0,-0.245572891837,0.41479305894
